Creation Date;Origin;Destination;Topic;Description
Mon Nov 08 2021 00:42:48 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:42:48 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:42:52 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:42:57 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:42:58 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:42:58 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:42:58 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:42:58 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:42:58 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:42:58 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:43:02 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:43:07 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:43:08 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:43:08 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:43:08 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:43:08 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:43:08 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:43:08 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:43:12 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:43:14 GMT+0000 (Coordinated Universal Time);client;central-server;delete esp;Deleting ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:43:14 GMT+0000 (Coordinated Universal Time);central-server;esp;delete esp;Sending unregister message to ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:43:14 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:43:14 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/dispositivos/b8:f0:09:cd:4a:3c;Received message on mqtt's topic
Mon Nov 08 2021 00:43:17 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:43:22 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:43:27 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:43:32 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:43:37 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:43:37 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:43:42 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:43:47 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:43:47 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:43:52 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:43:57 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:44:02 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:44:07 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:44:12 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:44:17 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:44:21 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/dispositivos/b8:f0:09:cd:4a:3c;Received message on mqtt's topic
Mon Nov 08 2021 00:44:21 GMT+0000 (Coordinated Universal Time);central-server;-;register;Added ESP@b8:f0:09:cd:4a:3c as pending register
Mon Nov 08 2021 00:44:21 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:44:22 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:44:27 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:44:32 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:44:37 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:44:42 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:44:45 GMT+0000 (Coordinated Universal Time);client;central-server;register;Registering ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:44:45 GMT+0000 (Coordinated Universal Time);central-server;esp;register;Sending register message to ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:44:45 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:44:45 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/dispositivos/b8:f0:09:cd:4a:3c;Received message on mqtt's topic
Mon Nov 08 2021 00:44:47 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:44:47 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:44:52 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:44:57 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:44:57 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:44:57 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:44:57 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:44:57 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:44:57 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:44:57 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:45:00 GMT+0000 (Coordinated Universal Time);client;central-server;delete esp;Deleting ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:45:00 GMT+0000 (Coordinated Universal Time);central-server;esp;delete esp;Sending unregister message to ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:45:00 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:45:00 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/dispositivos/b8:f0:09:cd:4a:3c;Received message on mqtt's topic
Mon Nov 08 2021 00:45:02 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:45:07 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:45:12 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:45:13 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/dispositivos/b8:f0:09:cd:4a:3c;Received message on mqtt's topic
Mon Nov 08 2021 00:45:13 GMT+0000 (Coordinated Universal Time);central-server;-;register;Added ESP@b8:f0:09:cd:4a:3c as pending register
Mon Nov 08 2021 00:45:13 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:45:17 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:45:22 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:45:25 GMT+0000 (Coordinated Universal Time);client;central-server;register;Registering ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:45:25 GMT+0000 (Coordinated Universal Time);central-server;esp;register;Sending register message to ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:45:25 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:45:25 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/dispositivos/b8:f0:09:cd:4a:3c;Received message on mqtt's topic
Mon Nov 08 2021 00:45:25 GMT+0000 (Coordinated Universal Time);client;central-server;register;Registering ESP@
Mon Nov 08 2021 00:45:25 GMT+0000 (Coordinated Universal Time);central-server;esp;register;Sending register message to ESP@
Mon Nov 08 2021 00:45:25 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:45:25 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/dispositivos/;Received message on mqtt's topic
Mon Nov 08 2021 00:45:26 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:45:27 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:45:32 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:45:37 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:45:37 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:45:37 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:45:37 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:45:37 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:45:37 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:45:37 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:45:37 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:45:37 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:45:42 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:45:47 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:45:47 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:45:47 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:45:47 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:45:47 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:45:47 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:45:47 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:45:47 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:45:47 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:45:49 GMT+0000 (Coordinated Universal Time);client;central-server;delete esp;Deleting ESP@
Mon Nov 08 2021 00:45:49 GMT+0000 (Coordinated Universal Time);central-server;esp;delete esp;Sending unregister message to ESP@
Mon Nov 08 2021 00:45:49 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:45:49 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/dispositivos/;Received message on mqtt's topic
Mon Nov 08 2021 00:45:49 GMT+0000 (Coordinated Universal Time);client;central-server;delete esp;Deleting ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:45:49 GMT+0000 (Coordinated Universal Time);central-server;esp;delete esp;Sending unregister message to ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:45:49 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:45:49 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/dispositivos/b8:f0:09:cd:4a:3c;Received message on mqtt's topic
Mon Nov 08 2021 00:45:52 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:45:57 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:46:02 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:46:05 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/dispositivos/b8:f0:09:cd:4a:3c;Received message on mqtt's topic
Mon Nov 08 2021 00:46:05 GMT+0000 (Coordinated Universal Time);central-server;-;register;Added ESP@b8:f0:09:cd:4a:3c as pending register
Mon Nov 08 2021 00:46:05 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:46:07 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:46:12 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:46:17 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:46:19 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:46:22 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:46:27 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:46:32 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:46:37 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:46:42 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:46:47 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:46:52 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:46:57 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:47:02 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:47:07 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:47:12 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:47:17 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:47:22 GMT+0000 (Coordinated Universal Time);client;central-server;register;Registering ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:47:22 GMT+0000 (Coordinated Universal Time);central-server;esp;register;Sending register message to ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:47:22 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:47:22 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/dispositivos/b8:f0:09:cd:4a:3c;Received message on mqtt's topic
Mon Nov 08 2021 00:47:22 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:47:23 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:47:27 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:47:32 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:47:33 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:47:33 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:47:33 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:47:33 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:47:33 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:47:33 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:47:37 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:47:42 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:47:43 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:47:43 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:47:43 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:47:43 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:47:43 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:47:43 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:47:47 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:47:52 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:47:53 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:47:53 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:47:53 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:47:53 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:47:53 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:47:53 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:47:57 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:48:02 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:48:03 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:48:03 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:48:03 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:48:03 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:48:03 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:48:03 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:48:07 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:48:12 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:48:13 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:48:13 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:48:13 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:48:13 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:48:13 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:48:13 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);client;central-server;push output state;Pushing output state of ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;esp;push output state;Sending push output state message to ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in sala
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);client;central-server;push output state;Pushing output state of ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;esp;push output state;Sending push output state message to ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in sala
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);client;central-server;push output state;Pushing output state of ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;esp;push output state;Sending push output state message to ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in sala
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);client;central-server;push output state;Pushing output state of ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;esp;push output state;Sending push output state message to ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in sala
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);client;central-server;push output state;Pushing output state of ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;esp;push output state;Sending push output state message to ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in sala
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);client;central-server;push output state;Pushing output state of ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;esp;push output state;Sending push output state message to ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in sala
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);client;central-server;push output state;Pushing output state of ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;esp;push output state;Sending push output state message to ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in sala
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);client;central-server;push output state;Pushing output state of ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;esp;push output state;Sending push output state message to ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:48:17 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
